acc_epoch,acc_step,epoch,step,train_loss_epoch,train_loss_step
,0.921875,0,49,,0.644082248210907
,0.90625,0,99,,0.30476951599121094
,0.890625,0,149,,0.49131688475608826
,0.84375,0,199,,0.42216283082962036
,0.8125,0,249,,0.6785328984260559
,0.890625,0,299,,0.2968479096889496
,0.96875,0,349,,0.11403699219226837
,0.921875,0,399,,0.32145068049430847
,0.90625,0,449,,0.2833373546600342
,0.9375,0,499,,0.26537632942199707
,0.921875,0,549,,0.2530026435852051
,0.90625,0,599,,0.3182573914527893
,0.90625,0,649,,0.33907321095466614
,0.921875,0,699,,0.21084433794021606
,0.890625,0,749,,0.3128795325756073
,0.890625,0,799,,0.26016685366630554
,0.953125,0,849,,0.24474675953388214
,0.953125,0,899,,0.12483972311019897
0.9032666683197021,,0,937,0.3582746684551239,
,0.921875,1,949,,0.18172037601470947
,1.0,1,999,,0.06892357766628265
,0.953125,1,1049,,0.20663383603096008
,0.96875,1,1099,,0.12832364439964294
,0.953125,1,1149,,0.15951405465602875
,0.9375,1,1199,,0.1742338091135025
,0.953125,1,1249,,0.18479813635349274
,0.984375,1,1299,,0.09883866459131241
,0.96875,1,1349,,0.14514432847499847
,0.953125,1,1399,,0.12192113697528839
,0.984375,1,1449,,0.14075221121311188
,0.953125,1,1499,,0.14274807274341583
,0.953125,1,1549,,0.14751122891902924
,0.9375,1,1599,,0.28697580099105835
,0.953125,1,1649,,0.19497641921043396
,1.0,1,1699,,0.05334047973155975
,0.953125,1,1749,,0.09713242202997208
,0.96875,1,1799,,0.06716280430555344
,0.984375,1,1849,,0.04598774015903473
0.9508166909217834,,1,1875,0.16903622448444366,
,0.96875,2,1899,,0.09676315635442734
,1.0,2,1949,,0.03808784484863281
,0.9375,2,1999,,0.10903472453355789
,0.984375,2,2049,,0.07513944059610367
,0.9375,2,2099,,0.1948663592338562
,0.984375,2,2149,,0.10816460102796555
,0.9375,2,2199,,0.3157464861869812
,0.96875,2,2249,,0.09902394562959671
,0.984375,2,2299,,0.06849703937768936
,0.96875,2,2349,,0.08012372255325317
,0.953125,2,2399,,0.09877876937389374
,0.96875,2,2449,,0.1197337880730629
,0.953125,2,2499,,0.10804714262485504
,0.953125,2,2549,,0.15983127057552338
,0.921875,2,2599,,0.24750196933746338
,0.875,2,2649,,0.2655683159828186
,0.953125,2,2699,,0.19136759638786316
,0.96875,2,2749,,0.11893608421087265
,1.0,2,2799,,0.006180187221616507
0.9660666584968567,,2,2813,0.11658179014921188,
,1.0,3,2849,,0.024963917210698128
,0.984375,3,2899,,0.031282875686883926
,0.96875,3,2949,,0.14583060145378113
,0.953125,3,2999,,0.13291749358177185
,0.953125,3,3049,,0.0763569250702858
,0.984375,3,3099,,0.08811843395233154
,0.984375,3,3149,,0.08550199121236801
,0.984375,3,3199,,0.07546356320381165
,0.984375,3,3249,,0.15953311324119568
,0.96875,3,3299,,0.10203772038221359
,1.0,3,3349,,0.0092628737911582
,0.9375,3,3399,,0.255497545003891
,0.984375,3,3449,,0.048440657556056976
,0.96875,3,3499,,0.16588769853115082
,0.953125,3,3549,,0.050924528390169144
,0.984375,3,3599,,0.03909778967499733
,0.96875,3,3649,,0.11897838860750198
,0.96875,3,3699,,0.09172466397285461
,1.0,3,3749,,0.0013468689285218716
0.9743833541870117,,3,3751,0.08738542348146439,
,0.96875,4,3799,,0.09845322370529175
,0.96875,4,3849,,0.07768307626247406
,0.9375,4,3899,,0.09671533107757568
,0.984375,4,3949,,0.0663294568657875
,0.96875,4,3999,,0.12309825420379639
,0.984375,4,4049,,0.03157785162329674
,0.984375,4,4099,,0.04478668421506882
,1.0,4,4149,,0.011352957226336002
,0.9375,4,4199,,0.17200696468353271
,0.984375,4,4249,,0.05637124180793762
,0.921875,4,4299,,0.11549782007932663
,1.0,4,4349,,0.020939812064170837
,0.984375,4,4399,,0.06583911925554276
,0.984375,4,4449,,0.1023532822728157
,1.0,4,4499,,0.023678936064243317
,0.984375,4,4549,,0.022011376917362213
,0.984375,4,4599,,0.028038162738084793
,0.984375,4,4649,,0.046361275017261505
0.9800666570663452,,4,4689,0.06830386072397232,
,0.984375,5,4699,,0.06472386419773102
,0.984375,5,4749,,0.06540724635124207
,0.984375,5,4799,,0.10803361982107162
,0.9375,5,4849,,0.1853673756122589
,0.96875,5,4899,,0.09163798391819
,1.0,5,4949,,0.018937477841973305
,0.96875,5,4999,,0.09249885380268097
,0.984375,5,5049,,0.052165500819683075
,1.0,5,5099,,0.011417142115533352
,1.0,5,5149,,0.03296485170722008
,1.0,5,5199,,0.002478811889886856
,1.0,5,5249,,0.008157098665833473
,0.984375,5,5299,,0.06509476155042648
,0.9375,5,5349,,0.11108619719743729
,0.96875,5,5399,,0.045336466282606125
,1.0,5,5449,,0.032454848289489746
,0.96875,5,5499,,0.050203707069158554
,1.0,5,5549,,0.018082136288285255
,0.984375,5,5599,,0.031192613765597343
0.9844333529472351,,5,5627,0.05421031266450882,
,0.953125,6,5649,,0.1432865709066391
,1.0,6,5699,,0.0143244918435812
,1.0,6,5749,,0.025647388771176338
,0.96875,6,5799,,0.12975268065929413
,1.0,6,5849,,0.009458177722990513
,0.984375,6,5899,,0.05629679188132286
,0.984375,6,5949,,0.03359506279230118
,1.0,6,5999,,0.013457955792546272
,1.0,6,6049,,0.01616309955716133
,0.96875,6,6099,,0.04191354662179947
,0.984375,6,6149,,0.05308080464601517
,1.0,6,6199,,0.009863754734396935
,0.984375,6,6249,,0.06019856408238411
,1.0,6,6299,,0.030288569629192352
,1.0,6,6349,,0.012809427455067635
,1.0,6,6399,,0.010890740901231766
,1.0,6,6449,,0.016793735325336456
,1.0,6,6499,,0.016678202897310257
,1.0,6,6549,,0.0014791571302339435
0.9878000020980835,,6,6565,0.043204694986343384,
,1.0,7,6599,,0.007651654537767172
,0.984375,7,6649,,0.04995621368288994
,1.0,7,6699,,0.012458180077373981
,0.984375,7,6749,,0.0534023717045784
,1.0,7,6799,,0.007842408493161201
,0.984375,7,6849,,0.04328759014606476
,1.0,7,6899,,0.01771370694041252
,0.984375,7,6949,,0.03808826953172684
,1.0,7,6999,,0.024166207760572433
,0.984375,7,7049,,0.057506851851940155
,1.0,7,7099,,0.010450441390275955
,1.0,7,7149,,0.035117145627737045
,1.0,7,7199,,0.007016402669250965
,0.984375,7,7249,,0.015683770179748535
,1.0,7,7299,,0.009507044218480587
,1.0,7,7349,,0.00498178182169795
,1.0,7,7399,,0.003965925425291061
,1.0,7,7449,,0.005046183709055185
,0.96875,7,7499,,0.2529866397380829
0.9907500147819519,,7,7503,0.03451424837112427,
,1.0,8,7549,,0.017777541652321815
,1.0,8,7599,,0.02532064914703369
,0.984375,8,7649,,0.062083419412374496
,1.0,8,7699,,0.010507481172680855
,1.0,8,7749,,0.015949273481965065
,1.0,8,7799,,0.004657689947634935
,1.0,8,7849,,0.01573183201253414
,0.984375,8,7899,,0.02935873717069626
,1.0,8,7949,,0.01385049894452095
,1.0,8,7999,,0.024343173950910568
,0.984375,8,8049,,0.03847280517220497
,1.0,8,8099,,0.004440570715814829
,0.953125,8,8149,,0.06735049188137054
,1.0,8,8199,,0.02399928867816925
,1.0,8,8249,,0.024975161999464035
,1.0,8,8299,,0.022994859144091606
,1.0,8,8349,,0.006404096260666847
,1.0,8,8399,,0.013787888921797276
0.9932500123977661,,8,8441,0.027391837909817696,
,0.96875,9,8449,,0.14078420400619507
,0.984375,9,8499,,0.037154220044612885
,0.96875,9,8549,,0.08526217192411423
,1.0,9,8599,,0.018396861851215363
,1.0,9,8649,,0.005346792284399271
,1.0,9,8699,,0.012882168404757977
,1.0,9,8749,,0.007257429417222738
,1.0,9,8799,,0.007114394102245569
,1.0,9,8849,,0.012149220332503319
,0.984375,9,8899,,0.04105205088853836
,0.96875,9,8949,,0.04812838137149811
,0.984375,9,8999,,0.03578384965658188
,1.0,9,9049,,0.002994854934513569
,1.0,9,9099,,0.005471071694046259
,0.984375,9,9149,,0.028794042766094208
,1.0,9,9199,,0.007806993555277586
,1.0,9,9249,,0.0035679831635206938
,1.0,9,9299,,0.02405654452741146
,1.0,9,9349,,0.02421467751264572
0.9950000047683716,,9,9379,0.021602869033813477,
